package,version,date,source,pkg_source,Title,Descp
openxlsx,4.2.5,2021-12-14,R 4.2.0,CRAN,"Read, Write and Edit xlsx Files","Simplifies the creation of Excel .xlsx files by providing a
    high level interface to writing, styling and editing worksheets.
    Through the use of 'Rcpp', read/write times are comparable to the
    'xlsx' and 'XLConnect' packages with the added benefit of removing the
    dependency on Java."
OptimalCutpoints,1.1-5,2021-10-07,R 4.2.0,CRAN,Computing Optimal Cutpoints in Diagnostic Tests,"Computes optimal cutpoints for diagnostic tests or continuous markers. Various approaches for selecting optimal cutoffs have been implemented, including methods based on cost-benefit analysis and diagnostic test accuracy measures (Sensitivity/Specificity, Predictive Values and Diagnostic Likelihood Ratios). Numerical and graphical output for all methods is easily obtained."
optmatch,0.10.0,2022-03-15,R 4.2.0,CRAN,Functions for Optimal Matching,"Distance based bipartite matching using minimum cost flow, oriented
    to matching of treatment and control groups in observational studies (Hansen
    and Klopfer 2006 <doi:10.1198/106186006X137047>). Routines are provided to
    generate distances from generalised linear models (propensity score
    matching), formulas giving variables on which to limit matched distances,
    stratified or exact matching directives, or calipers, alone or in
    combination."
ordinal,2019.12-10,2019-12-15,R 4.2.0,CRAN,Regression Models for Ordinal Data,"Implementation of cumulative link (mixed) models also known
    as ordered regression models, proportional odds models, proportional
    hazards models for grouped survival times and ordered logit/probit/...
    models. Estimation is via maximum likelihood and mixed models are fitted
    with the Laplace approximation and adaptive Gauss-Hermite quadrature.
    Multiple random effect terms are allowed and they may be nested, crossed or
    partially nested/crossed. Restrictions of symmetry and equidistance can be
    imposed on the thresholds (cut-points/intercepts). Standard model
    methods are available (summary, anova, drop-methods, step,
    confint, predict etc.) in addition to profile methods and slice
    methods for visualizing the likelihood function and checking
    convergence."
ormPlot,0.3.4,2020-12-17,R 4.2.0,CRAN,Advanced Plotting of Ordinal Regression Models,"An extension to the Regression Modeling Strategies package that
    facilitates plotting ordinal regression  model predictions together with
    confidence intervals for each dependent variable level. 
    It also adds a functionality to plot the  model summary as a modifiable 
    object."
osrm,3.5.1,2022-01-24,R 4.2.0,CRAN,"Interface Between R and the OpenStreetMap-Based Routing Service
OSRM","An interface between R and the 'OSRM' API. 'OSRM' is a routing
    service based on 'OpenStreetMap' data. See <http://project-osrm.org/> for more
    information. This package allows to compute routes, trips, isochrones and
    travel distances matrices (travel time and kilometric distance)."
packrat,0.7.0,2021-08-20,R 4.2.0,CRAN,"A Dependency Management System for Projects and their R Package
Dependencies","Manage the R packages your project depends
    on in an isolated, portable, and reproducible way."
pacman,0.5.1,2019-03-11,R 4.2.0,CRAN,Package Management Tool,"Tools to more conveniently perform tasks associated with
        add-on packages. pacman conveniently wraps library and package
        related functions and names them in an intuitive and consistent
        fashion.  It seeks to combine functionality from lower level
        functions which can speed up workflow."
pagedown,0.18,2022-04-26,R 4.2.0,CRAN,Paginate the HTML Output of R Markdown with CSS for Print,"Use the paged media properties in CSS and the JavaScript
  library 'paged.js' to split the content of an HTML document into discrete
  pages. Each page can have its page size, page numbers, margin boxes, and
  running headers, etc. Applications of this package include books, letters,
  reports, papers, business cards, resumes, and posters."
paletteer,1.4.0,2021-07-20,R 4.2.0,CRAN,Comprehensive Collection of Color Palettes,"The choices of color palettes in R can be quite
    overwhelming with palettes spread over many packages with many
    different API's. This packages aims to collect all color palettes
    across the R ecosystem under the same package with a streamlined API."
pan,1.6,2018-06-29,R 4.2.0,CRAN,Multiple Imputation for Multivariate Panel or Clustered Data,"It provides functions and examples for maximum likelihood estimation for
              generalized linear mixed models and Gibbs sampler for multivariate linear
              mixed models with incomplete data, as described in Schafer JL (1997)
              ""Imputation of missing covariates under a multivariate linear mixed model"".
              Technical report 97-04, Dept. of Statistics, The Pennsylvania State University."
pander,0.6.5,2022-03-18,R 4.2.0,CRAN,An R 'Pandoc' Writer,"Contains some functions catching all messages, 'stdout' and other
    useful information while evaluating R code and other helpers to return user
    specified text elements (like: header, paragraph, table, image, lists etc.)
    in 'pandoc' markdown or several type of R objects similarly automatically
    transformed to markdown format. Also capable of exporting/converting (the
    resulting) complex 'pandoc' documents to e.g. HTML, 'PDF', 'docx' or 'odt'. This
    latter reporting feature is supported in brew syntax or with a custom reference
    class with a smarty caching 'backend'."
parallelly,1.31.1,2022-04-22,R 4.2.0,CRAN,Enhancing the 'parallel' Package,"Utility functions that enhance the 'parallel' package and support the built-in parallel backends of the 'future' package.  For example, availableCores() gives the number of CPU cores available to your R process as given by the operating system, 'cgroups' and Linux containers, R options, and environment variables, including those set by job schedulers on high-performance compute clusters. If none is set, it will fall back to parallel::detectCores(). Another example is makeClusterPSOCK(), which is backward compatible with parallel::makePSOCKcluster() while doing a better job in setting up remote cluster workers without the need for configuring the firewall to do port-forwarding to your local computer."
parameters,0.17.0,2022-03-10,R 4.2.0,CRAN,Processing of Model Parameters,"Utilities for processing the parameters of various
    statistical models. Beyond computing p values, CIs, and other indices
    for a wide variety of models (see list of supported models using the
    function 'insight::supported_models()'), this package implements
    features like bootstrapping or simulating of parameters and models,
    feature reduction (feature extraction and variable selection) as well
    as functions to describe data and variable characteristics (e.g.
    skewness, kurtosis, smoothness or distribution)."
parsnip,0.2.1,2022-03-17,R 4.2.0,CRAN,A Common API to Modeling and Analysis Functions,"A common interface is provided to allow users to specify a
    model without having to remember the different argument names across
    different functions or computational engines (e.g. 'R', 'Spark',
    'Stan', etc)."
partitions,1.10-4,2021-10-23,R 4.2.0,CRAN,Additive Partitions of Integers,"Additive partitions of integers.  Enumerates the
  partitions, unequal partitions, and restricted partitions of an
  integer; the three corresponding partition functions are also
  given.  Set partitions and now compositions are included."
party,1.3-10,2022-04-26,R 4.2.0,CRAN,A Laboratory for Recursive Partytioning,"A computational toolbox for recursive partitioning.
  The core of the package is ctree(), an implementation of
  conditional inference trees which embed tree-structured 
  regression models into a well defined theory of conditional
  inference procedures. This non-parametric class of regression
  trees is applicable to all kinds of regression problems, including
  nominal, ordinal, numeric, censored as well as multivariate response
  variables and arbitrary measurement scales of the covariates. 
  Based on conditional inference trees, cforest() provides an
  implementation of Breiman's random forests. The function mob()
  implements an algorithm for recursive partitioning based on
  parametric models (e.g. linear models, GLMs or survival
  regression) employing parameter instability tests for split
  selection. Extensible functionality for visualizing tree-structured
  regression models is available. The methods are described in
  Hothorn et al. (2006) <doi:10.1198/106186006X133933>,
  Zeileis et al. (2008) <doi:10.1198/106186008X319331> and 
  Strobl et al. (2007) <doi:10.1186/1471-2105-8-25>."
partykit,1.2-15,2021-08-23,R 4.2.0,CRAN,A Toolkit for Recursive Partytioning,"A toolkit with infrastructure for representing, summarizing, and
  visualizing tree-structured regression and classification models. This
  unified infrastructure can be used for reading/coercing tree models from
  different sources ('rpart', 'RWeka', 'PMML') yielding objects that share
  functionality for print()/plot()/predict() methods. Furthermore, new and improved
  reimplementations of conditional inference trees (ctree()) and model-based
  recursive partitioning (mob()) from the 'party' package are provided based
  on the new infrastructure. A description of this package was published
  by Hothorn and Zeileis (2015) <https://jmlr.org/papers/v16/hothorn15a.html>."
patchwork,1.1.1,2020-12-17,R 4.2.0,CRAN,The Composer of Plots,"The 'ggplot2' package provides a strong API for sequentially 
    building up a plot, but does not concern itself with composition of multiple
    plots. 'patchwork' is a package that expands the API to allow for 
    arbitrarily complex composition of plots by, among others, providing 
    mathematical operators for combining multiple plots. Other packages that try 
    to address this need (but with a different approach) are 'gridExtra' and 
    'cowplot'."
pbapply,1.5-0,2021-09-16,R 4.2.0,CRAN,Adding Progress Bar to '*apply' Functions,"A lightweight package that adds
  progress bar to vectorized R functions
  ('*apply'). The implementation can easily be added
  to functions where showing the progress is
  useful (e.g. bootstrap). The type and style of the
  progress bar (with percentages or remaining time)
  can be set through options.
  Supports several parallel processing backends."
pbkrtest,0.5.1,2021-03-09,R 4.2.0,CRAN,"Parametric Bootstrap, Kenward-Roger and Satterthwaite Based
Methods for Test in Mixed Models","Test in mixed effects models. Attention is on mixed
    effects models as implemented in the 'lme4' package. For linear
    mixed models, this package implements (1) a parametric bootstrap
    test, (2) a Kenward-Roger-typ modification of F-tests for linear
    mixed effects models and (3) a Satterthwaite-type modification of
    F-tests for linear mixed effects models. The package also
    implements a parametric bootstrap test for generalized linear
    mixed models.  The facilities of the package are documented in the
    paper by Halehoh and Højsgaard, (2012,
    <doi:10.18637/jss.v059.i09>).  Please see 'citation(""pbkrtest"")'
    for citation details."
PBSmodelling,2.68.8,2019-03-14,R 4.2.0,CRAN,GUI Tools Made Easy: Interact with Models and Explore Data,"Provides software to facilitate the design, testing, and operation
   of computer models. It focuses particularly on tools that make it easy to
   construct and edit a customized graphical user interface ('GUI'). Although our
   simplified 'GUI' language depends heavily on the R interface to the 'Tcl/Tk'
   package, a user does not need to know 'Tcl/Tk'. Examples illustrate models
   built with other R packages, including 'PBSmapping', 'PBSddesolve', and 'BRugs'. 
   A complete user's guide 'PBSmodelling-UG.pdf' shows how to use this package
   effectively."
pcaPP,1.9-74,2021-04-23,R 4.2.0,CRAN,Robust PCA by Projection Pursuit,"Provides functions for robust PCA by projection pursuit.
    The methods are described in Croux et al. (2006) <doi:10.2139/ssrn.968376>,
    Croux et al. (2013) <doi:10.1080/00401706.2012.727746>,
    Todorov and Filzmoser (2013) <doi:10.1007/978-3-642-33042-1_31>."
pdftools,3.2.0,2022-04-19,R 4.2.0,CRAN,"Text Extraction, Rendering and Converting of PDF Documents","Utilities based on 'libpoppler' for extracting text, fonts, attachments and 
    metadata from a PDF file. Also supports high quality rendering of PDF documents into
    PNG, JPEG, TIFF format, or into raw bitmap vectors for further processing in R."
performance,0.9.0,2022-03-30,R 4.2.0,CRAN,Assessment of Regression Models Performance,"Utilities for computing measures to assess model quality,
    which are not directly provided by R's 'base' or 'stats' packages.
    These include e.g. measures like r-squared, intraclass correlation
    coefficient (Nakagawa, Johnson & Schielzeth (2017)
    <doi:10.1098/rsif.2017.0213>), root mean squared error or functions to
    check models for overdispersion, singularity or zero-inflation and
    more. Functions apply to a large variety of regression models,
    including generalized linear models, mixed effects models and Bayesian
    models."
pillar,1.7.0,2022-02-01,R 4.2.0,CRAN,Coloured Formatting for Columns,"Provides 'pillar' and 'colonnade' generics designed
    for formatting columns of data using the full range of colours
    provided by modern terminals."
pkgbuild,1.3.1,2021-12-20,R 4.2.0,CRAN,Find Tools Needed to Build R Packages,"Provides functions used to build R packages. Locates compilers
  needed to build R packages on various platforms and ensures the PATH is
  configured appropriately so R can use them."
pkgconfig,2.0.3,2019-09-22,R 4.2.0,CRAN,Private Configuration for 'R' Packages,"Set configuration options on a per-package basis.
    Options set by a given package only apply to that package,
    other packages are unaffected."
pkgdown,2.0.3,2022-04-24,R 4.2.0,CRAN,Make Static HTML Documentation for a Package,"Generate an attractive and useful website from a source
    package.  'pkgdown' converts your documentation, vignettes, 'README',
    and more to 'HTML' making it easy to share information about your
    package online."
pkgload,1.2.4,2021-11-30,R 4.2.0,CRAN,Simulate Package Installation and Attach,"Simulates the process of installing a package and then
    attaching it. This is a key part of the 'devtools' package as it
    allows you to rapidly iterate while developing a package."
pkgmaker,0.32.2,2020-10-20,R 4.2.0,CRAN,Development Utilities for R Packages,"Provides some low-level utilities to use for package
    development. It currently provides managers for multiple package specific
    options and registries, vignette, unit test and bibtex related utilities.
    It serves as a base package for packages like NMF, RcppOctave, doRNG, and
    as an incubator package for other general purposes utilities, that will
    eventually be packaged separately.
    It is still under heavy development and changes in the interface(s) are
    more than likely to happen."
PKI,0.1-11,2022-03-16,R 4.2.0,CRAN,Public Key Infrastucture for R Based on the X.509 Standard,"Public Key Infrastucture functions such as verifying certificates, RSA encription and signing which can be used to build PKI infrastructure and perform cryptographic tasks."
plainview,0.2.0,2022-04-11,R 4.2.0,CRAN,Plot Raster Images Interactively on a Plain HTML Canvas,"Provides methods for plotting potentially large (raster) images
    interactively on a plain HTML canvas. In contrast to package 'mapview'
    data are plotted without background map, but data can be projected to
    any spatial coordinate reference system.
    Supports plotting of classes 'RasterLayer', 'RasterStack', 'RasterBrick'
    (from package 'raster') as well as 'png' files located on disk. 
    Interactivity includes zooming, panning, and mouse location information. 
    In case of multi-layer 'RasterStacks' or 'RasterBricks', RGB image plots 
    are created (similar to 'raster::plotRGB' - but interactive)."
plogr,0.2.0,2018-03-25,R 4.2.0,CRAN,The 'plog' C++ Logging Library,"
  A simple header-only logging library for C++.
  Add 'LinkingTo: plogr' to 'DESCRIPTION', and '#include <plogr.h>' in your C++ modules to use it."
plot3D,1.4,2021-05-22,R 4.2.0,CRAN,Plotting Multi-Dimensional Data,"Functions for viewing 2-D and 3-D data, including perspective plots, slice plots, surface plots, scatter plots, etc. Includes data sets from oceanography."
plotly,4.10.0,2021-10-09,R 4.2.0,CRAN,Create Interactive Web Graphics via 'plotly.js',Create interactive web graphics from 'ggplot2' graphs and/or a custom interface to the (MIT-licensed) JavaScript library 'plotly.js' inspired by the grammar of graphics.
plotrix,3.8-2,2021-09-08,R 4.2.0,CRAN,Various Plotting Functions,"Lots of plots, various labeling, axis and color scaling functions."
plyr,1.8.7,2022-03-24,R 4.2.0,CRAN,"Tools for Splitting, Applying and Combining Data","A set of tools that solves a common set of problems: you need
    to break a big problem down into manageable pieces, operate on each
    piece and then put all the pieces back together.  For example, you
    might want to fit a model to each spatial location or time point in
    your study, summarise data by panels or collapse high-dimensional
    arrays to simpler summary statistics. The development of 'plyr' has
    been generously supported by 'Becton Dickinson'."
png,0.1-7,2013-12-03,R 4.2.0,CRAN,Read and write PNG images,"This package provides an easy and simple way to read, write and display bitmap images stored in the PNG format. It can read and write both files and in-memory raw vectors."
poibin,1.5,2020-01-08,R 4.2.0,CRAN,The Poisson Binomial Distribution,"Implementation of both the exact and approximation methods for computing the cdf of the Poisson binomial distribution as described in Hong (2013) <doi: 10.1016/j.csda.2012.10.006>. It also provides the pmf, quantile function, and random number generation for the Poisson binomial distribution. The C code for fast Fourier transformation (FFT) is written by R Core Team (2019)<https://www.R-project.org/>, which implements the FFT algorithm in Singleton (1969) <doi: 10.1109/TAU.1969.1162042>."
polspline,1.1.19,2020-05-15,R 4.2.0,CRAN,Polynomial Spline Routines,"Routines for the polynomial spline fitting routines
  hazard regression, hazard estimation with flexible tails, logspline,
  lspec, polyclass, and polymars, by C. Kooperberg and co-authors."
polyclip,1.10-0,2019-03-14,R 4.2.0,CRAN,Polygon Clipping,"R port of Angus Johnson's open source library Clipper. Performs polygon clipping operations (intersection, union, set minus, set difference) for polygonal regions of arbitrary complexity, including holes. Computes offset polygons (spatial buffer zones, morphological dilations, Minkowski dilations) for polygonal regions and polygonal lines. Computes Minkowski Sum of general polygons. There is a function for removing self-intersections from polygon data."
polynom,1.4-1,2022-04-11,R 4.2.0,CRAN,"A Collection of Functions to Implement a Class for Univariate
Polynomial Manipulations","A collection of functions to implement a class for univariate
  polynomial manipulations."
posterior,1.2.1,2022-03-07,R 4.2.0,CRAN,Tools for Working with Posterior Distributions,"Provides useful tools for both users and developers of packages 
  for fitting Bayesian models or working with output from Bayesian models. 
  The primary goals of the package are to: 
  (a) Efficiently convert between many different useful formats of
  draws (samples) from posterior or prior distributions.
  (b) Provide consistent methods for operations commonly performed on draws, 
  for example, subsetting, binding, or mutating draws.
  (c) Provide various summaries of draws in convenient formats.
  (d) Provide lightweight implementations of state of the art posterior 
  inference diagnostics. References: Vehtari et al. (2021) 
  <doi:10.1214/20-BA1221>."
prabclus,2.3-2,2020-01-08,R 4.2.0,CRAN,"Functions for Clustering and Testing of Presence-Absence,
Abundance and Multilocus Genetic Data","Distance-based parametric bootstrap tests for clustering with 
  spatial neighborhood information. Some distance measures, 
  Clustering of presence-absence, abundance and multilocus genetic data 
  for species delimitation, nearest neighbor 
  based noise detection. Genetic distances between communities.
  Tests whether various distance-based regressions
  are equal. Try package?prabclus for on overview. "
pracma,2.3.8,2022-03-04,R 4.2.0,CRAN,Practical Numerical Math Functions,"
    Provides a large number of functions from numerical analysis and
    linear algebra, numerical optimization, differential equations,
    time series, plus some well-known special mathematical functions.
    Uses 'MATLAB' function names where appropriate to simplify porting."
praise,1.0.0,2015-08-11,R 4.2.0,CRAN,Praise Users,"Build friendly R packages that
    praise their users if they have done something
    good, or they just need it to feel better."
PredictABEL,1.2-4,2020-03-09,R 4.2.0,CRAN,Assessment of Risk Prediction Models,"We included functions to assess the performance of
 risk models. The package contains functions for the various measures that are
 used in empirical studies, including univariate and multivariate odds ratios
 (OR) of the predictors, the c-statistic (or area under the receiver operating
 characteristic (ROC) curve (AUC)), Hosmer-Lemeshow goodness of fit test,
 reclassification table, net reclassification improvement (NRI) and
 integrated discrimination improvement (IDI). Also included are functions
 to create plots, such as risk distributions, ROC curves, calibration plot,
 discrimination box plot and predictiveness curves. In addition to functions
 to assess the performance of risk models, the package includes functions to
 obtain weighted and unweighted risk scores as well as predicted risks using
 logistic regression analysis. These logistic regression functions are
 specifically written for models that include genetic variables, but they
 can also be applied to models that are based on non-genetic risk factors only.
 Finally, the package includes function to construct a simulated dataset with 
 genotypes, genetic risks, and disease status for a hypothetical population, which 
 is used for the evaluation of genetic risk models."
prediction,0.3.14,2019-06-17,R 4.2.0,CRAN,"Tidy, Type-Safe 'prediction()' Methods","A one-function package containing 'prediction()', a type-safe alternative to 'predict()' that always returns a data frame. The 'summary()' method provides a data frame with average predictions, possibly over counterfactual versions of the data (a la the 'margins' command in 'Stata'). Marginal effect estimation is provided by the related package, 'margins' <https://cran.r-project.org/package=margins>. The package currently supports common model types (e.g., ""lm"", ""glm"") from the 'stats' package, as well as numerous other model classes from other add-on packages. See the README or main package documentation page for a complete listing."
prettydoc,0.4.1,2021-01-10,R 4.2.0,CRAN,Creating Pretty Documents from R Markdown,"Creating tiny yet beautiful documents and vignettes from R
    Markdown. The package provides the 'html_pretty' output format as an
    alternative to the 'html_document' and 'html_vignette' engines that
    convert R Markdown into HTML pages. Various themes and syntax highlight
    styles are supported."
prettymapr,0.2.3,2022-04-22,R 4.2.0,CRAN,"Scale Bar, North Arrow, and Pretty Margins in R","Automates the process of creating a scale bar and north arrow in
    any package that uses base graphics to plot in R. Bounding box tools help find
    and manipulate extents. Finally, there is a function to automate the process
    of setting margins, plotting the map, scale bar, and north arrow, and resetting
    graphic parameters upon completion."
prettyunits,1.1.1,2020-01-24,R 4.2.0,CRAN,"Pretty, Human Readable Formatting of Quantities","Pretty, human readable formatting of quantities.
    Time intervals: '1337000' -> '15d 11h 23m 20s'.
    Vague time intervals: '2674000' -> 'about a month ago'.
    Bytes: '1337' -> '1.34 kB'."
prismatic,1.1.0,2021-10-17,R 4.2.0,CRAN,Color Manipulation Tools,"Manipulate and visualize colors in a intuitive,
    low-dependency and functional way."
pROC,1.18.0,2021-09-03,R 4.2.0,CRAN,Display and Analyze ROC Curves,"Tools for visualizing, smoothing and comparing receiver operating characteristic (ROC curves). (Partial) area under the curve (AUC) can be compared with statistical tests based on U-statistics or bootstrap. Confidence intervals can be computed for (p)AUC or ROC curves."
processx,3.5.3,2022-03-25,R 4.2.0,CRAN,Execute and Control System Processes,"Tools to run system processes in the background.  It can
    check if a background process is running; wait on a background process
    to finish; get the exit status of finished processes; kill background
    processes. It can read the standard output and error of the processes,
    using non-blocking connections. 'processx' can poll a process for
    standard output or error, with a timeout. It can also poll several
    processes at once."
prodlim,2019.11.13,2019-11-17,R 4.2.0,CRAN,Product-Limit Estimation for Censored Event History Analysis,"Fast and user friendly implementation of nonparametric estimators
    for censored event history (survival) analysis. Kaplan-Meier and
    Aalen-Johansen method."
productplots,0.1.1,2016-07-02,R 4.2.0,CRAN,Product Plots for R,"Framework for visualising tables of counts, proportions
  and probabilities. The framework is called product plots, alluding to
  the computation of area as a product of height and width, and the
  statistical concept of generating a joint distribution from the
  product of conditional and marginal distributions. The framework,
  with extensions, is sufficient to encompass over 20 visualisations
  previously described in fields of statistical graphics and 'infovis',
  including bar charts, mosaic plots, 'treemaps', equal area plots and
  fluctuation diagrams."
profmem,0.6.0,2020-12-13,R 4.2.0,CRAN,Simple Memory Profiling for R,"A simple and light-weight API for memory profiling of R expressions.  The profiling is built on top of R's built-in memory profiler ('utils::Rprofmem()'), which records every memory allocation done by R (also native code)."
progress,1.2.2,2019-05-16,R 4.2.0,CRAN,Terminal Progress Bars,"Configurable Progress bars, they may include percentage,
    elapsed time, and/or the estimated completion time. They work in
    terminals, in 'Emacs' 'ESS', 'RStudio', 'Windows' 'Rgui' and the
    'macOS' 'R.app'. The package also provides a 'C++' 'API', that works
    with or without 'Rcpp'."
progressr,0.10.0,2021-12-19,R 4.2.0,CRAN,"An Inclusive, Unifying API for Progress Updates","A minimal, unifying API for scripts and packages to report progress updates from anywhere including when using parallel processing.  The package is designed such that the developer can to focus on what progress should be reported on without having to worry about how to present it.  The end user has full control of how, where, and when to render these progress updates, e.g. in the terminal using utils::txtProgressBar() or progress::progress_bar(), in a graphical user interface using utils::winProgressBar(), tcltk::tkProgressBar() or shiny::withProgress(), via the speakers using beep::beepr(), or on a file system via the size of a file. Anyone can add additional, customized, progression handlers. The 'progressr' package uses R's condition framework for signaling progress updated. Because of this, progress can be reported from almost anywhere in R, e.g. from classical for and while loops, from map-reduce API:s like the lapply() family of functions, 'purrr', 'plyr', and 'foreach'. It will also work with parallel processing via the 'future' framework, e.g. future.apply::future_lapply(), furrr::future_map(), and 'foreach' with 'doFuture'. The package is compatible with Shiny applications."
promises,1.2.0.1,2021-02-11,R 4.2.0,CRAN,Abstractions for Promise-Based Asynchronous Programming,"Provides fundamental abstractions for doing asynchronous programming
    in R using promises. Asynchronous programming is useful for allowing a single
    R process to orchestrate multiple tasks in the background while also attending
    to something else. Semantics are similar to 'JavaScript' promises, but with a
    syntax that is idiomatic R."
proto,1.0.0,2016-10-29,R 4.2.0,CRAN,Prototype Object-Based Programming,"An object oriented system using object-based, also
	called prototype-based, rather than class-based object oriented ideas."
protolite,2.1.1,2021-07-28,R 4.2.0,CRAN,Highly Optimized Protocol Buffer Serializers,"Pure C++ implementations for reading and writing several common data 
    formats based on Google protocol-buffers. Currently supports 'rexp.proto' for 
    serialized R objects, 'geobuf.proto' for binary geojson, and 'mvt.proto' for 
    vector tiles. This package uses the auto-generated C++ code by protobuf-compiler, 
    hence the entire serialization is optimized at compile time. The 'RProtoBuf' 
    package on the other hand uses the protobuf runtime library to provide a general-
    purpose toolkit for reading and writing arbitrary protocol-buffer data in R."
proxy,0.4-26,2021-06-07,R 4.2.0,CRAN,Distance and Similarity Measures,"Provides an extensible framework for the efficient calculation of auto- and cross-proximities, along with implementations of the most popular ones. "
pryr,0.1.5,2021-07-26,R 4.2.0,CRAN,Tools for Computing on the Language,"Useful tools to pry back the covers of R and understand the
    language at a deeper level."
ps,1.7.0,2022-04-23,R 4.2.0,CRAN,"List, Query, Manipulate System Processes","List, query and manipulate all system processes, on
    'Windows', 'Linux' and 'macOS'."
pscl,1.5.5,2020-03-07,R 4.2.0,CRAN,Political Science Computational Laboratory,"Bayesian analysis of item-response theory (IRT) models,
	     roll call analysis; computing highest density regions; maximum
	     likelihood estimation of zero-inflated and hurdle models for count
	     data; goodness-of-fit measures for GLMs; data sets used
	     in writing	and teaching at the Political Science
	     Computational Laboratory; seats-votes curves."
psych,2.2.3,2022-03-19,R 4.2.0,CRAN,"Procedures for Psychological, Psychometric, and Personality
Research","A general purpose toolbox for personality, psychometric theory and experimental psychology.   Functions are primarily for multivariate analysis and scale construction using factor analysis, principal component analysis, cluster analysis and reliability analysis, although others provide basic descriptive statistics. Item Response Theory is done using  factor analysis of tetrachoric and polychoric correlations. Functions for analyzing data at multiple levels include within and between group statistics, including correlations and factor analysis.   Functions for simulating and testing particular item and test structures are included. Several functions  serve as a useful front end for structural equation modeling.  Graphical displays of path diagrams, factor analysis and structural equation models are created using basic graphics. Some of the functions are written to support a book on psychometric theory as well as publications in personality research. For more information, see the <https://personality-project.org/r/> web page."
purrr,0.3.4,2020-04-17,R 4.2.0,CRAN,Functional Programming Tools,"A complete and consistent functional programming
    toolkit for R."
pwr,1.3-0,2020-03-17,R 4.2.0,CRAN,Basic Functions for Power Analysis,Power analysis functions along the lines of Cohen (1988).
qap,0.1-1,2017-02-27,R 4.2.0,CRAN,Heuristics for the Quadratic Assignment Problem (QAP),Implements heuristics for the Quadratic Assignment Problem (QAP). Currently only a simulated annealing heuristic is available.
qgam,1.3.4,2021-11-22,R 4.2.0,CRAN,Smooth Additive Quantile Regression Models,"Smooth additive quantile regression models, fitted using
    the methods of Fasiolo et al. (2020) <doi:10.1080/01621459.2020.1725521>.
    See Fasiolo at al. (2021) <doi:10.18637/jss.v100.i09> for an introduction to the package. Differently from
    'quantreg', the smoothing parameters are estimated automatically by marginal
    loss minimization, while the regression coefficients are estimated using either
    PIRLS or Newton algorithm. The learning rate is determined so that the Bayesian
    credible intervals of the estimated effects have approximately the correct
    coverage. The main function is qgam() which is similar to gam() in 'mgcv', but
    fits non-parametric quantile regression models."
qpdf,1.1,2019-03-07,R 4.2.0,CRAN,"Split, Combine and Compress PDF Files","Content-preserving transformations transformations of PDF files such 
    as split, combine, and compress. This package interfaces directly to the 'qpdf' 
    C++ API and does not require any command line utilities. Note that 'qpdf' does
    not read actual content from PDF files: to extract text and data you need the
    'pdftools' package."
quadprog,1.5-8,2019-11-20,R 4.2.0,CRAN,Functions to Solve Quadratic Programming Problems,"This package contains routines and documentation for
        solving quadratic programming problems."
quantmod,0.4.18,2020-12-09,R 4.2.0,CRAN,Quantitative Financial Modelling Framework,"Specify, build, trade, and analyse quantitative financial trading strategies."
quantreg,5.88,2022-02-05,R 4.2.0,CRAN,Quantile Regression,"Estimation and inference methods for models of conditional quantiles: 
  Linear and nonlinear parametric and non-parametric (total variation penalized) models 
  for conditional quantiles of a univariate response and several methods for handling
  censored survival data.  Portfolio selection methods based on expected shortfall
  risk are also now included. See Koenker (2006) <doi:10.1017/CBO9780511754098> and
  Koenker et al. (2017) <doi:10.1201/9781315120256>. "
qwraps2,0.5.2,2021-03-07,R 4.2.0,CRAN,Quick Wraps 2,"A collection of (wrapper) functions the creator found useful
    for quickly placing data summaries and formatted regression results into
    '.Rnw' or '.Rmd' files. Functions for generating commonly used graphics,
    such as receiver operating curves or Bland-Altman plots, are also provided
    by 'qwraps2'.  'qwraps2' is a updated version of a package 'qwraps'. The
    original version 'qwraps' was never submitted to CRAN but can be found at
    <https://github.com/dewittpe/qwraps/>. The implementation and limited scope
    of the functions within 'qwraps2' <https://github.com/dewittpe/qwraps2/> is
    fundamentally different from 'qwraps'."
R.cache,0.15.0,2021-04-30,R 4.2.0,CRAN,"Fast and Light-Weight Caching (Memoization) of Objects and
Results to Speed Up Computations","Memoization can be used to speed up repetitive and computational expensive function calls.  The first time a function that implements memoization is called the results are stored in a cache memory.  The next time the function is called with the same set of parameters, the results are momentarily retrieved from the cache avoiding repeating the calculations.  With this package, any R object can be cached in a key-value storage where the key can be an arbitrary set of R objects.  The cache memory is persistent (on the file system)."
R.methodsS3,1.8.1,2020-08-26,R 4.2.0,CRAN,S3 Methods Simplified,"Methods that simplify the setup of S3 generic functions and S3 methods.  Major effort has been made in making definition of methods as simple as possible with a minimum of maintenance for package developers.  For example, generic functions are created automatically, if missing, and naming conflict are automatically solved, if possible.  The method setMethodS3() is a good start for those who in the future may want to migrate to S4.  This is a cross-platform package implemented in pure R that generates standard S3 methods."
R.oo,1.24.0,2020-08-26,R 4.2.0,CRAN,R Object-Oriented Programming with or without References,Methods and classes for object-oriented programming in R with or without references.  Large effort has been made on making definition of methods as simple as possible with a minimum of maintenance for package developers.  The package has been developed since 2001 and is now considered very stable.  This is a cross-platform package implemented in pure R that defines standard S3 classes without any tricks.
R.utils,2.11.0,2021-09-26,R 4.2.0,CRAN,Various Programming Utilities,Utility functions useful when programming and developing R packages.
